Name,Address,City,Long,Lat,FACILITY_T,SHELTER_TY,Year_Built,Building,Risk_Capac,Risk_Squar
Blountstown HS,18597 NE SR 69,Blountstown,-85.04258996,30.46786001,SHELTER,RISK,2011,7 Classroom,486,9723
Blountstown HS,18597 NE SR 69,Blountstown,-85.04258996,30.46786001,SHELTER,RISK,2011,4 Cafeteria,179,3575
Altha ES,25820 NE Fuqua Cir,Altha,-85.12350375,30.5737529,SHELTER,RISK,2017,2 Classroom,236,4721
Mossy Pond Community Center,22216 NW Lake McKenzie Blvd,Altha,-85.30692642,30.52151261,SHELTER,RISK,0,Main,90,1796
Blountstown HS,18597 NE SR 69,Blountstown,-85.04258996,30.46786001,SHELTER,RISK,2011,5 Classroom,179,3583
Blountstown HS,18597 NE SR 69,Blountstown,-85.04258996,30.46786001,SHELTER,RISK,2011,2 Gym,536,10715
Altha ES,25820 NE Fuqua Cir,Altha,-85.12350375,30.5737529,SHELTER,RISK,2015,3 Cafeteria,315,6302
Altha ES,25820 NE Fuqua Cir,Altha,-85.12350375,30.5737529,SHELTER,RISK,2015,6 Gym,700,14003
Blountstown HS,18597 NE SR 69,Blountstown,-85.04258996,30.46786001,SHELTER,RISK,2011,8 Classroom,463,9268
Citrus Springs MS,150 W Citrus Springs Blvd,Citrus Springs,-82.43360098,28.973617,SHELTER,RISK,1993,3 Classroom,366,7320
Citrus Springs MS,150 W Citrus Springs Blvd,Citrus Springs,-82.43360098,28.973617,SHELTER,RISK,1993,8 Classroom,298,5954
Central Ridge ES,185 W Citrus Springs Blvd,Citrus Springs,-82.43819501,28.97382998,SHELTER,RISK,2006,3 Cafeteria,239,4786
Forest Ridge ES,2927 N Forest Ridge,Hernando,-82.44409604,28.90531098,SHELTER,RISK,1999,1 Main,2210,44200
Citrus HS,600 W Highland Blvd,Inverness,-82.337769,28.83481201,SHELTER,RISK,1992,16 Classroom,344,6873
Citrus Springs MS,150 W Citrus Springs Blvd,Citrus Springs,-82.43360098,28.973617,SHELTER,RISK,1993,1 Admin,57,1145
Citrus Springs MS,150 W Citrus Springs Blvd,Citrus Springs,-82.43360098,28.973617,SHELTER,RISK,1993,4 Classroom,353,7056
Citrus Springs MS,150 W Citrus Springs Blvd,Citrus Springs,-82.43360098,28.973617,SHELTER,RISK,1993,10 Cafeteria,353,7060
Citrus HS,600 W Highland Blvd,Inverness,-82.337769,28.83481201,SHELTER,RISK,1992,17 Classroom,266,5319
Central Ridge ES,185 W Citrus Springs Blvd,Citrus Springs,-82.43819501,28.97382998,SHELTER,RISK,2006,1 (West Wing) Classroom,958,19152
Citrus Springs MS,150 W Citrus Springs Blvd,Citrus Springs,-82.43360098,28.973617,SHELTER,RISK,1993,2 Classroom,327,6542
Lakeside ES,2752 Moody Ave,Orange Park,-81.74639003,30.150084,SHELTER,RISK,1998,6 Classroom,258,5154
J L Wilkinson ES,4965 CR 218 W,Middleburg,-81.94067902,30.08164299,SHELTER,RISK,1990,5 Classroom,258,5155
Fleming Island HS,2233 Village Square Pkwy,Orange Park,-81.71153899,30.08716101,SHELTER,RISK,2002,1 Gym,546,10915
Lake Asbury ES,2902 Sandridge Rd,Green Cove Springs,-81.80688178,30.0461135,SHELTER,RISK,1999,5 Classroom,275,5497
Oakleaf Jr HS,4085 Plantation Oaks Blvd,Orange Park,-81.83740271,30.17555345,SHELTER,RISK,2005,1 wing 2 Cafeteria,419,8370
Shadowlawn ES,2945 CR 218,Green Cove Springs,-81.81318499,30.01554402,SHELTER,RISK,2007,1 Cafeteria / Auditorium,502,10030
Coppergate ES,3460 Copper Colts Ct,Middleburg,-81.81411698,30.10149,SHELTER,RISK,2005,1 Cafeteria,243,4857
Lake Asbury ES,2901 Sandridge Rd,Green Cove Springs,-81.80737801,30.04527999,SHELTER,RISK,2000,6 Classroom,289,5784
Lake Asbury ES,2901 Sandridge Rd,Green Cove Springs,-81.80737801,30.04527999,SHELTER,RISK,2004,7 Classroom,272,5440
Oakleaf Village ES,410 Oakleaf Village Park,Orange Park,-81.82007601,30.17968699,SHELTER,RISK,2007,1 Cafeteria / Auditorium,535,10692
Keystone Heights HS,900 SW Orchid Ave,Keystone Heights,-82.04196703,29.779079,SHELTER,RISK,2000,7 Band,134,2678
Montclair ES,2398 Moody Ave,Orange Park,-81.72552403,30.15852001,SHELTER,RISK,1999,4 Classroom,274,5480
Clay Hill ES,6345 CR 218,Jacksonville,-82.00831,30.14468702,SHELTER,RISK,1999,5 Classroom,254,5079
Rideout ES,3065 Apalachicola Blvd,Middleburg,-81.80688096,30.09307201,SHELTER,RISK,2000,1 North wing Classroom,470,9409
Oakleaf Jr HS,4085 Plantation Oaks Blvd,Orange Park,-81.83740271,30.17555345,SHELTER,RISK,2005,5 Gym,553,11068
Fleming Island HS,2233 Village Square Pkwy,Orange Park,-81.71153899,30.08716101,SHELTER,RISK,2002,2 Cafeteria / Auditorium,736,14712
Oakleaf HS,4035 Plantation Oaks Blvd,Orange Park,-81.83393196,30.17020501,SHELTER,RISK,2008,5 Cafeteria / Auditorium,888,17751
Tynes ES,1550 Tynes Blvd,Middleburg,-81.84558398,30.118863,SHELTER,RISK,1994,2 Cafeteria,240,4804
Green Cove Springs Junior HS,1220 Bonaventure Ave,Green Cove Springs,-81.69056898,29.98977499,SHELTER,RISK,1997,8 Cafeteria,303,6060
Oakleaf HS,4035 Plantation Oaks Blvd,Orange Park,-81.83393196,30.17020501,SHELTER,RISK,2008,4 Gym,871,17412
Keystone Heights HS,900 SW Orchid Ave,Keystone Heights,-82.04196703,29.779079,SHELTER,RISK,1995,9 Gym,848,16960
Plantation Oaks ES,4150 Plantation Oaks Blvd,Orange Park,-81.84066003,30.17863402,SHELTER,RISK,2007,1 Cafeteria / Auditorium,556,11124
Lakeside ES,2752 Moody Ave,Orange Park,-81.74639003,30.150084,SHELTER,RISK,1999,7 Classroom,270,5397
Argyle ES,2625 Spencer Plantation Blvd,Orange Park,-81.78929673,30.17949052,SHELTER,RISK,2003,2 Cafeteria,219,4373
Lake Trafford ES,3500 Lake Trafford Rd,Immokalee,-81.45999196,26.433828,SHELTER,RISK,1989,1 Cafeteria / Multipurpose,500,10000
Village Oaks ES,1601 SR 29,Immokalee,-81.43399837,26.44147616,SHELTER,RISK,1986,2 Cafeteria / Multipurpose,632,12647
Bethune Education Center,614 S 5th St,Immokalee,-81.42129094,26.40954516,SHELTER,RISK,2011,Main,690,13804
Immokalee HS,701 Immokalee Dr,Immokalee,-81.42364099,26.42434702,SHELTER,RISK,1973,4 Cafeteria / Gym,1500,30000
Pinecrest ES,313 9th St S,Immolakee,-81.42647801,26.41341798,SHELTER,RISK,2007,2 Cafeteria / Multipurpose,500,10000
Eden Park ES,3650 Westclox St,Immokalee,-81.45915704,26.44175301,SHELTER,RISK,2007,1 Cafeteria / Multipurpose,488,9750
Highlands ES,1101 Lake Trafford Rd,Immokalee,-81.42878002,26.43209198,SHELTER,RISK,1965,1 Cafeteria / Multipurpose,500,10000
Immokalee MS,401 9th St,Immokalee,-81.42648203,26.424912,SHELTER,RISK,1990,7 Gym / 9 Cafeteria,643,12860
Columbia HS,469 SE Fighting Tiger Dr,Lake City,-82.63608001,30.14775002,SHELTER,RISK,2005,2 Auditorium,514,10270
Pinemount ES,325 SW Gabriel Pl,Lake City,-82.73988192,30.17651286,SHELTER,RISK,2008,5 Classroom / Art,161,3221
Summers ES,1390 SW McFarlane Ave,Lake City,-82.6483869,30.17031119,SHELTER,RISK,2001,14 Classroom,93,1860
Lake City MS,843 SW Arlington Blvd,Lake City,-82.65626758,30.17869785,SHELTER,RISK,1988,1 Gym,803,16064
Fort White HS,17828 SW SR 47,Fort White,-82.71160004,29.93119998,SHELTER,RISK,1999,12 Classroom,136,2724
Pinemount ES,325 SW Gabriel Pl,Lake City,-82.73988192,30.17651286,SHELTER,RISK,2008,3 Cafeteria,212,4230
Fort White ES,18119 SW SR 47,Fort White,-82.71306997,29.92705002,SHELTER,RISK,2009,19N Classroom,116,2325
Westside ES,1956 SW CR 252B,Lake City,-82.69953999,30.15302001,SHELTER,RISK,1999,6 Classroom,243,4861
Lake City MS,843 SW Arlington Blvd,Lake City,-82.65626758,30.17869785,SHELTER,RISK,1988,12 Multipurpose,271,5416
Fort White HS,17828 SW SR 47,Fort White,-82.71160004,29.93119998,SHELTER,RISK,1999,11 Classroom,135,2702
Summers ES,1388 SW McFarlane Ave,Lake City,-82.65017997,30.17045999,SHELTER,RISK,1998,11 Classroom,96,1911
Pinemount ES,325 SW Gabriel Pl,Lake City,-82.73988192,30.17651286,SHELTER,RISK,2008,4 Classroom,295,5902
Pinemount ES,325 SW Gabriel Pl,Lake City,-82.73988192,30.17651286,SHELTER,RISK,2008,2 Classroom,221,4415
Fort White HS,17828 SW SR 47,Fort White,-82.71160004,29.93119998,SHELTER,RISK,2004,17 Classroom,167,3344
Summers ES,1389 SW McFarlane Ave,Lake City,-82.64848467,30.17066894,SHELTER,RISK,2001,13 Classroom,93,1860
Westside ES,1956 SW County Rd 252B,Lake City,-82.69953999,30.15302001,SHELTER,RISK,1999,3 Classroom,243,4852
Columbia HS,470 SE Fighting Tiger Dr,Lake City,-82.63662568,30.14770161,SHELTER,RISK,2007,7 Cafeteria,331,6628
Lake City MS,843 SW Arlington Blvd,Lake City,-82.65626758,30.17869785,SHELTER,RISK,1988,8 Cafeteria,215,4304
Summers ES,1388 SW McFarlane Ave,Lake City,-82.65017997,30.17045999,SHELTER,RISK,1998,12 Music / Classroom,53,1050
Lake City MS,843 SW Arlington Blvd,Lake City,-82.65626758,30.17869785,SHELTER,RISK,2007,16 Classroom,205,4091
Fort White ES,18119 SW SR 47,Fort White,-82.71306997,29.92705002,SHELTER,RISK,2009,19S Classroom,93,1863
Summers ES,1388 SW McFarlane Ave,Lake City,-82.65017997,30.17045999,SHELTER,RISK,1998,10 Classroom,94,1878
DeSoto MS,420 East Gibson St,Arcadia,-81.85057004,27.22324,SHELTER,RISK,2000,5E Gym,549,10979
DeSoto MS,420 East Gibson St,Arcadia,-81.85057004,27.22324,SHELTER,RISK,2000,7C Classroom,502,10036
DeSoto MS,420 East Gibson St,Arcadia,-81.85057004,27.22324,SHELTER,RISK,2000,8D Classroom,469,9377
South Florida State College,2251 NE Turner Ave,Arcadia,-81.84244999,27.22957999,SHELTER,RISK,2003,300B Classroom,30,604
County Administration Building,201 E Oak St,Arcadia,-81.85741001,27.21480001,SHELTER,RISK,1993,Main,140,2808
DeSoto MS,420 East Gibson St,Arcadia,-81.85057004,27.22324,SHELTER,RISK,2000,6B Classroom,502,10036
Turner Agri-Civic Center,2260 NE Roan St,Arcadia,-81.83639051,27.22380332,SHELTER,RISK,2002,Meeting Hall,91,1816
Memorial ES,851 E Hickory St,Arcadia,-81.85094002,27.21434001,SHELTER,RISK,1983,8-H Music,180,3600
County Library,125 N Hillsborough Ave,Arcadia,-81.85624827,27.21578561,SHELTER,RISK,1997,Main,67,1331
Ruth Raines MS,981 SE HWY 351,Cross City,-83.12924999,29.62137002,SHELTER,RISK,1993,5 Band,70,1406
Dixie County HS,17924 SE Hwy 19,Cross City,-83.10721686,29.62371997,SHELTER,RISK,2017,2 Classroom,511,10227
Ruth Raines MS,981 SE HWY 351,Cross City,-83.12924999,29.62137002,SHELTER,RISK,1993,2 Voc Classroom,62,1234
Dixie County HS,17924 SE Hwy 19,Cross City,-83.10721686,29.62371997,SHELTER,RISK,2017,6 Gym,821,16429
Dixie County HS,17924 SE Hwy 19,Cross City,-83.10721686,29.62371997,SHELTER,RISK,2017,1 Admin,217,4330
Ruth Raines MS,981 SE HWY 351,Cross City,-83.12924999,29.62137002,SHELTER,RISK,1993,3 Gym,618,12350
Ruth Raines MS,981 SE HWY 351,Cross City,-83.12924999,29.62137002,SHELTER,RISK,1993,1 Classroom / Media / Art,773,15458
Dixie County HS,17924 SE Hwy 19,Cross City,-83.10721686,29.62371997,SHELTER,RISK,2017,3 Classroom,543,10867
Dixie County HS,17924 SE Hwy 19,Cross City,-83.10721686,29.62371997,SHELTER,RISK,2017,7 Classroom,466,9328
Kernan Trail ES,2281 Kernan Blvd S,Jacksonville,-81.48180603,30.304884,SHELTER,RISK,2002,1C Cafeteria,155,3101
Andrew A Robinson ES,101 W 12th St,Jacksonville,-81.655813,30.35158399,SHELTER,RISK,1990,1 Main,1831,36618
Atlantic Coast HS,9735 R G Skinner Pkwy,Jacksonville,-81.50634598,30.20280001,SHELTER,RISK,2010,6 Classroom,912,18232
Landmark MS,101 Kernan Blvd N,Jacksonville,-81.48724798,30.32335101,SHELTER,RISK,1989,1B Classroom / Auditorium,507,10134
Douglas Anderson School of the Arts,2445 San Diego Rd,Jacksonville,-81.63899697,30.30014999,SHELTER,RISK,1962,13C Dance,219,4387
Twin Lakes Academy ES,8000 Point Meadows Dr,Jacksonville,-81.51819397,30.22312398,SHELTER,RISK,1997,1 (2nd floor) Main,1344,26879
Waterleaf ES,450 Kernan Blvd N,Jacksonville,-81.49097902,30.33278899,SHELTER,RISK,2011,1A Classroom,493,9851
John Allen Axson ES,4763 Sutton Park Ct,Jacksonville,-81.46038197,30.255462,SHELTER,RISK,2004,2 Multipurpose,211,4210
Mandarin MS,5100 Hood Rd,Jacksonville,-81.58747098,30.18900599,SHELTER,RISK,1989,1E (2nd floor) Classroom,847,16942
Douglas Anderson School of the Arts,2445 San Diego Rd,Jacksonville,-81.63899697,30.30014999,SHELTER,RISK,1955,7 Music,189,3778
Landmark MS,101 Kernan Blvd N,Jacksonville,-81.48724798,30.32335101,SHELTER,RISK,1989,1C & A2 Classroom,946,18915
John Allen Axson ES,4763 Sutton Park Ct,Jacksonville,-81.46038197,30.255462,SHELTER,RISK,2004,3 Classroom,672,13438
Oceanway ES,12555 Gillespie Ave,Jacksonville,-81.62302501,30.46103098,SHELTER,RISK,2001,1A Classroom,121,2426
Arlington MS,8141 Lone Star Rd,Jacksonville,-81.57003604,30.34025702,SHELTER,RISK,2005,3 ESE,211,4218
Kernan Trail ES,2281 Kernan Blvd S,Jacksonville,-81.48180603,30.304884,SHELTER,RISK,2002,1A (1st floor) Classroom,167,3331
Mandarin MS,5100 Hood Rd,Jacksonville,-81.58747098,30.18900599,SHELTER,RISK,1989,1B Classroom / Auditorium / Music,507,10134
Chets Creek ES,13200 Chets Creek Blvd,Jacksonville,-81.46912899,30.266378,SHELTER,RISK,1997,1 (1st floor) Main,1180,23604
Douglas Anderson School of the Arts,2445 San Diego Rd,Jacksonville,-81.63899697,30.30014999,SHELTER,RISK,1962,13B Multipurpose,101,2012
Atlantic Coast HS,9735 R G Skinner Pkwy,Jacksonville,-81.50634598,30.20280001,SHELTER,RISK,2010,5 Classroom,1081,21611
Westview K-8,5270 Connie Jean Rd,Jacksonville,-81.82229302,30.252472,SHELTER,RISK,2009,"North side of Cafeteria, Gym, & PMH wing",817,16340
Enterprise Academy,8085 Old Middleburg Road S,Jacksonville,-81.82085603,30.19984798,SHELTER,RISK,1997,1A Cafeteria / Classroom,1184,23680
Baldwin Community Center,275 US-301 N,Baldwin,-81.97302998,30.30321001,SHELTER,RISK,2013,Main,97,1943
Douglas Anderson School of the Arts,2445 San Diego Rd,Jacksonville,-81.63899697,30.30014999,SHELTER,RISK,1962,13A Auditorium,374,7482
Landmark MS,101 Kernan Blvd N,Jacksonville,-81.48724798,30.32335101,SHELTER,RISK,1989,1F Classroom,920,18399
Atlantic Coast HS,9735 R G Skinner Pkwy,Jacksonville,-81.50634598,30.20280001,SHELTER,RISK,2010,3 Classroom,1086,21725
Arlington MS,8141 Lone Star Rd,Jacksonville,-81.57003604,30.34025702,SHELTER,RISK,2005,1 Main,2517,50331
The Legends Center of Jacksonville,5130 Soutel Dr,Jacksonville,-81.72721701,30.393925,SHELTER,RISK,2010,1A Gym,406,8120
Don Brewer ES,3385 Hartsfield Rd,Jacksonville,-81.55801002,30.36025699,SHELTER,RISK,2001,1B (2nd floor) Classroom,417,8344
Sebring HS,3514 Kenilworth Blvd,Sebring,-81.43135997,27.48608999,SHELTER,RISK,2008,13 Classroom,732,14637
Memorial ES,868 S Memorial Dr,Avon Park,-81.49401263,27.55044914,SHELTER,RISK,2007,2 Cafeteria,1082,21634
South Florida State College,600 W College Dr,Avon Park,-81.50947997,27.56872998,SHELTER,RISK,0,A,459,9173
Avon Park HS,700 E Main St,Avon Park,-81.48868003,27.59375,SHELTER,RISK,2008,10 Classroom,538,10768
Park ES,327 E Palmetto St,Avon Park,-81.49515002,27.60747,SHELTER,RISK,1990,1 Cafeteria,164,3280
Avon ES,705 Winthrop St,Avon Park,-81.51002999,27.60199,SHELTER,RISK,2002,9 Classroom,126,2518
Woodlawn ES,817 Woodlawn Dr,Sebring,-81.44395,27.50725002,SHELTER,RISK,2001,4 Classroom,84,1680
Avon Park MS,401 S Lake Ave,Avon Park,-81.50152002,27.59150998,SHELTER,RISK,2008,5 Classroom,587,11731
Lake Placid MS,201 S Tangerine Ave,Lake Placid,-81.37364998,27.29642998,SHELTER,RISK,2009,9 ESE Classroom,233,4668
Summerfield Crossings ES,11050 Fairway Meadows Drive,Riverview,-82.32297,27.79988598,SHELTER,RISK,2005,2 Classroom,610,12194
Sessums ES,11525 Ramble Creek Dr,Riverview,-82.31936997,27.83315698,SHELTER,RISK,2003,2 Classroom,732,14642
Wilson ES,702 W. English St,Plant City,-82.12932599,28.02782501,SHELTER,RISK,1999,3 Classroom / Library,406,8116
Carrollwood ES,3516 McFarland Rd,Tampa,-82.49933102,28.05246998,SHELTER,RISK,2004,18 Classroom,237,4733
Turner Bartles K-8 (Lower),9190 Imperial Oak Blvd,Tampa,-82.34776098,28.16709301,SHELTER,RISK,2003,7 Admin / Media,275,5506
Brandon HS,1101 Victoria St,Brandon,-82.29989403,27.944283,SHELTER,RISK,2006,2 Classroom,653,13053
Durant HS,4748 Cougar Path,Plant City,-82.17177203,27.88807898,SHELTER,RISK,1993,2 Classroom / Lab,409,8174
Symmes ES,6280 Watson Rd,Riverview,-82.30965199,27.88858299,SHELTER,RISK,2000,3 Classroom,583,11650
Pride ES,10310 Lions Den Dr,Tampa,-82.31856497,28.15778101,SHELTER,RISK,2006,6 Classroom,308,6161
Newsome HS,16550 Fish Hawk Blvd,Lithia,-82.20517098,27.85933098,SHELTER,RISK,2003,7 Gym,692,13841
Hammonds ES,8008 N. Mobley RD,Odessa,-82.57467603,28.11371801,SHELTER,RISK,2005,5 Cafeteria,162,3233
Eisenhower MS,7620 Old Big Bend Rd,Gibsonton,-82.36483299,27.793109,SHELTER,RISK,2003,5 Gym,479,9576
Freedom HS,17410 Commerce Park Blvd,Tampa,-82.38178777,28.13342805,SHELTER,RISK,2000,10 Gym,741,14821
Mulrennan MS,4215 Durant Rd,Valrico,-82.22908002,27.90758199,SHELTER,RISK,2003,2 Classroom,543,10868
Smith MS,14303 Citrus Pointe Dr,Tampa,-82.57390398,28.076835,SHELTER,RISK,2005,4 Classroom,1599,31989
Shields MS,15732 Beth Shields Way,Ruskin,-82.36952703,27.739784,SHELTER,RISK,2006,6 Classroom,390,7791
Martinez MS,5601 Lutz Lake Fern Rd,Lutz,-82.532706,28.16115799,SHELTER,RISK,2000,3 Classroom,848,16953
Doby ES,6720 Covington Garden Dr,Apollo Beach,-82.368688,27.78070102,SHELTER,RISK,2005,2 Classroom,736,14729
Whitley Bowers Career Center,13609 N. 22nd St,Tampa,-82.43162603,28.07099499,SHELTER,RISK,0,7 Main,275,5500
McKitrick ES,5503 Lutz Lake Fern Rd,Lutz,-82.53012404,28.15650302,SHELTER,RISK,2000,3 Classroom / ESE,568,11352
Reddick ES,325 West Lake Dr,Wimauma,-82.32066598,27.718031,SHELTER,RISK,2006,2 Classroom,831,16619
Lockhart ES,3719 N. 17th St,Tampa,-82.43951298,27.979251,SHELTER,RISK,1994,5 Classroom,585,11700
Hammonds ES,8008 N. Mobley RD,Odessa,-82.57467603,28.11371801,SHELTER,RISK,2005,3 Classroom,455,9104
Marshall MS,18 S. Maryland Ave,Plant City,-82.10811198,28.01632399,SHELTER,RISK,1995,7 Gym,509,10186
Pride ES,10310 Lions Den Dr,Tampa,-82.31856497,28.15778101,SHELTER,RISK,1999,3 Classroom,663,13257
Nelson ES,5413 Durant Rd,Dover,-82.20435903,27.907785,SHELTER,RISK,2006,5 Classroom,408,8162
FishHawk Creek ES,16815 Dorman Rd,Lithia,-82.21911402,27.84179499,SHELTER,RISK,2003,3 Classroom,889,17770
Bloomingdale HS,1700 E. Bloomingdale Ave,Valrico,-82.25494197,27.89496602,SHELTER,RISK,1998,13 Classroom,644,12871
Summerfield Crossings ES,11050 Fairway Meadows Drive,Riverview,-82.32297,27.79988598,SHELTER,RISK,2005,6 Classroom,348,6969
Chiles ES,16541 Tampa Palms Blvd,Tampa,-82.39207099,28.11365201,SHELTER,RISK,2000,3 Classroom,586,11714
Randall MS,16510 Fish Hawk Blvd,Lithia,-82.20683102,27.85650498,SHELTER,RISK,1999,3 Cafeteria,234,4687
Jennnings MS,9325 Govenor's Run Dr,Seffner,-82.32788104,28.026214,SHELTER,RISK,2003,3 Classroom,826,16516
Shields MS,15732 Beth Shields Way,Ruskin,-82.36952703,27.739784,SHELTER,RISK,2003,3 Classroom,668,13368
Turner Bartles K-8 (Upper),9020 Imperial Oak Blvd,Tampa,-82.35073002,28.16883301,SHELTER,RISK,2003,4 Classroom,831,16620
Barrington MS,5925 Village Center Drive,Lithia,-82.25674198,27.84819801,SHELTER,RISK,2005,2 Gym,464,9274
Stowers ES,13915 Barrington Stowers Dr,Lithia,-82.25858499,27.84926,SHELTER,RISK,2005,3 Classroom,1331,26627
Nelson ES,5413 Durant Rd,Dover,-82.20435903,27.907785,SHELTER,RISK,2003,2 Classroom,533,10658
Oak Park ES,2716 N 46th St,Tampa,-82.40710897,27.96755698,SHELTER,RISK,2004,3 Classroom,636,12712
Burnett MS,1010 N. Kingsway Rd,Seffner,-82.27842001,28.00839802,SHELTER,RISK,1994,2 Cafeteria / Music,482,9633
Durant HS,4748 Cougar Path,Plant City,-82.17177203,27.88807898,SHELTER,RISK,2006,5 Classroom,733,14658
Durant HS,4748 Cougar Path,Plant City,-82.17177203,27.88807898,SHELTER,RISK,1993,4 Cafeteria,400,7993
Steinbrenner HS,5575 W Lutz Lake Fern Rd,Lutz,-82.53311998,28.157592,SHELTER,RISK,2005,4 Cafeteria,1537,30748
Armwood HS,12000 US Hwy 92,Seffner,-82.29688928,28.00297598,SHELTER,RISK,2006,8 Classroom,331,6617
Mandarin MS,5100 Hood Rd,Jacksonville,-81.58747098,30.18900599,SHELTER,RISK,1989,1C & A2 Classroom,975,19498
Atlantic Coast HS,9735 R G Skinner Pkwy,Jacksonville,-81.50634598,30.20280001,SHELTER,RISK,2011,1 Admin,329,6581
Mandarin MS,5100 Hood Rd,Jacksonville,-81.58747098,30.18900599,SHELTER,RISK,1989,1A Classroom / Gym,558,11154
Chaffee Trail ES,11400 Sam Caruso Way,Jacksonville,-81.85222404,30.278689,SHELTER,RISK,2007,1 ESE / Classroom,800,16000
Oceanway ES,12555 Gillespie Ave,Jacksonville,-81.62302501,30.46103098,SHELTER,RISK,2001,1C Dining,155,3101
Waterleaf ES,450 Kernan Blvd N,Jacksonville,-81.49097902,30.33278899,SHELTER,RISK,2011,1E Classroom,327,6534
Mandarin MS,5100 Hood Rd,Jacksonville,-81.58747098,30.18900599,SHELTER,RISK,1989,1E (1st floor) Classroom / Admin,953,19066
Abess Park ES,12731 Abess Blvd,Jacksonville,-81.47766504,30.322695,SHELTER,RISK,1997,1B (2nd floor) Main,473,9452
Douglas Anderson School of the Arts,2445 San Diego Rd,Jacksonville,-81.63899697,30.30014999,SHELTER,RISK,2015,16B Classroom,276,5521
Don Brewer ES,3385 Hartsfield Rd,Jacksonville,-81.55801002,30.36025699,SHELTER,RISK,2001,1A (1st floor) Classroom,167,3331
Bartram Springs ES,14799 Bartram Springs Pkwy,Jacksonville,-81.49528396,30.108925,SHELTER,RISK,2009,1E Admin,318,6361
Landmark MS,101 Kernan Blvd N,Jacksonville,-81.48724798,30.32335101,SHELTER,RISK,1989,1A Classroom / Gym,558,11154
Chets Creek ES,13200 Chets Creek Blvd,Jacksonville,-81.46912899,30.266378,SHELTER,RISK,1997,1 (2nd floor) Main,1322,26445
Abess Park ES,12731 Abess Blvd,Jacksonville,-81.47766504,30.322695,SHELTER,RISK,1997,1A (1st floor) Main,1184,23677
Douglas Anderson School of the Arts,2445 San Diego Rd,Jacksonville,-81.63899697,30.30014999,SHELTER,RISK,2015,16A Cafeteria,945,18895
Landmark MS,101 Kernan Blvd N,Jacksonville,-81.48724798,30.32335101,SHELTER,RISK,1989,1D Classroom,170,3396
John Allen Axson ES,4763 Sutton Park Ct,Jacksonville,-81.46038197,30.255462,SHELTER,RISK,2004,4 Classroom,330,6600
Waterleaf ES,450 Kernan Blvd N,Jacksonville,-81.49097902,30.33278899,SHELTER,RISK,2011,1B Classroom,136,2718
Andrew A Robinson ES,101 W 12th St,Jacksonville,-81.655813,30.35158399,SHELTER,RISK,1990,2 Classroom / Music / Art,542,10833
Don Brewer ES,3385 Hartsfield Rd,Jacksonville,-81.55801002,30.36025699,SHELTER,RISK,2001,1C Cafeteria,181,3628
Arlington MS,8141 Lone Star Rd,Jacksonville,-81.57003604,30.34025702,SHELTER,RISK,2005,2 Gym,450,8996
Douglas Anderson School of the Arts,2445 San Diego Rd,Jacksonville,-81.63899697,30.30014999,SHELTER,RISK,1955,8 Theater,274,5473
